Task_ID,Process_ID,Processor_ID,MI,Speed,Power
T358,T358_P77,P136,2426,1821,1.37
T358,T358_P78,P86,2272,2583,0.79
T358,T358_P79,P194,2426,2762,1.56
T358,T358_P80,P16,2469,2209,1.26
T358,T358_P81,P22,2719,1476,1.88
T358,T358_P82,P175,990,1096,1.61
T358,T358_P83,P41,2956,2650,1.29
T358,T358_P84,P47,1479,1318,1.57
T358,T358_P85,P185,2134,1130,0.58
T358,T358_P86,P25,1394,1054,0.67
T358,T358_P87,P146,949,1435,0.7
T358,T358_P88,P33,1268,1451,1.6
T358,T358_P89,P126,2391,1664,1.3
T358,T358_P90,P65,1990,2098,0.92
T358,T358_P91,P154,2909,1292,0.65
T358,T358_P92,P134,1718,2648,1.91
T358,T358_P93,P173,919,1186,0.9
T358,T358_P94,P180,1348,1327,1.53
T358,T358_P95,P64,2540,1940,1.27
T358,T358_P96,P106,2550,2918,0.75
T358,T358_P97,P115,536,1501,1.49
T358,T358_P98,P86,2568,2583,0.79
T359,T359_P1,P126,2870,1664,1.3
T359,T359_P2,P17,683,1864,0.8
T359,T359_P3,P161,2156,1538,0.93
T359,T359_P4,P165,1988,2838,1.98
T359,T359_P5,P31,622,2116,1.35
T359,T359_P6,P110,1594,2247,1.68
T359,T359_P7,P11,2531,2385,1.64
T359,T359_P8,P10,2363,1209,1.96
T359,T359_P9,P136,1339,1821,1.37
T359,T359_P10,P195,2703,2930,1.34
T359,T359_P11,P175,1734,1096,1.61
T359,T359_P12,P113,2674,2093,1.6
T359,T359_P13,P188,1601,2220,0.57
T359,T359_P14,P132,1303,2683,1.79
T359,T359_P15,P3,1433,1051,1.65
T359,T359_P16,P66,2619,1255,1.23
T359,T359_P17,P197,1938,2393,1.92
T359,T359_P18,P119,1372,1552,0.59
T359,T359_P19,P111,1845,2300,0.93
T359,T359_P20,P169,1666,1449,1.33
T359,T359_P21,P177,529,1224,0.92
T360,T360_P1,P68,1029,2888,1.59
T360,T360_P2,P123,1256,2140,0.58
T360,T360_P3,P132,736,2683,1.79
T360,T360_P4,P158,540,2525,1.02
T360,T360_P5,P49,982,2960,1.51
T360,T360_P6,P116,2769,1334,1.23
T360,T360_P7,P130,1502,1114,0.6
T360,T360_P8,P170,2097,1283,1.9
T360,T360_P9,P66,1506,1255,1.23
T360,T360_P10,P190,838,2083,0.7
T360,T360_P11,P110,2517,2247,1.68
T360,T360_P12,P191,2626,1514,1.97
T360,T360_P13,P84,2558,2354,1.7
T360,T360_P14,P69,1569,1775,1.82
T360,T360_P15,P69,670,1775,1.82
T360,T360_P16,P142,2801,2161,0.89
T360,T360_P17,P169,2845,1449,1.33
T360,T360_P18,P81,2906,2442,1.47
T360,T360_P19,P56,598,1735,1.33
T360,T360_P20,P52,1262,1209,1.18
T360,T360_P21,P161,637,1538,0.93
T360,T360_P22,P119,2022,1552,0.59
T360,T360_P23,P112,520,1350,1.54
T360,T360_P24,P183,1901,1864,0.88
T360,T360_P25,P40,2233,2554,0.75
T360,T360_P26,P159,721,2149,0.6
T360,T360_P27,P32,1981,1859,0.62
T360,T360_P28,P41,1346,2650,1.29
T360,T360_P29,P167,654,1817,1.29
T360,T360_P30,P34,2986,1919,1.72
T360,T360_P31,P154,2147,1292,0.65
T360,T360_P32,P98,1302,1747,0.52
T360,T360_P33,P57,587,2735,1.38
T360,T360_P34,P154,1176,1292,0.65
T360,T360_P35,P63,1967,2494,1.0
T360,T360_P36,P103,1944,2372,1.22
T360,T360_P37,P68,513,2888,1.59
T360,T360_P38,P63,620,2494,1.0
T360,T360_P39,P113,2946,2093,1.6
T360,T360_P40,P165,2929,2838,1.98
T360,T360_P41,P31,1946,2116,1.35
T360,T360_P42,P71,746,2130,0.86
T360,T360_P43,P47,2396,1318,1.57
T360,T360_P44,P54,1169,1778,0.6
T360,T360_P45,P7,981,1457,0.5
T360,T360_P46,P38,2995,2780,1.49
T360,T360_P47,P92,1380,1206,0.61
T360,T360_P48,P24,2787,2232,1.23
T360,T360_P49,P84,517,2354,1.7
T360,T360_P50,P6,1696,1501,0.74
T360,T360_P51,P33,1321,1451,1.6
T360,T360_P52,P21,2677,1447,1.88
T360,T360_P53,P36,659,1569,1.3
T360,T360_P54,P195,2074,2930,1.34
T360,T360_P55,P133,1017,1065,1.11
T360,T360_P56,P15,1732,1178,1.76
T360,T360_P57,P136,1009,1821,1.37
T361,T361_P1,P146,1472,1435,0.7
T361,T361_P2,P15,1919,1178,1.76
T361,T361_P3,P77,2673,2764,1.12
T361,T361_P4,P74,2336,2287,0.64
T361,T361_P5,P56,2614,1735,1.33
T361,T361_P6,P92,2316,1206,0.61
T361,T361_P7,P194,2488,2762,1.56
T361,T361_P8,P154,2331,1292,0.65
T361,T361_P9,P53,2903,1189,0.87
T361,T361_P10,P135,1115,1646,1.35
T361,T361_P11,P70,1849,1161,1.36
T361,T361_P12,P164,1841,1877,0.95
T361,T361_P13,P61,2655,2652,0.6
T361,T361_P14,P27,2034,1407,1.98
T361,T361_P15,P22,2694,1476,1.88
T361,T361_P16,P41,2490,2650,1.29
T361,T361_P17,P38,1269,2780,1.49
T361,T361_P18,P196,2610,1023,0.67
T361,T361_P19,P36,2288,1569,1.3
T361,T361_P20,P71,1038,2130,0.86
T361,T361_P21,P151,1954,2872,0.51
T361,T361_P22,P26,2566,2149,1.04
T361,T361_P23,P88,1256,1163,0.71
T361,T361_P24,P93,1995,1778,1.71
T362,T362_P1,P176,2215,2763,0.73
T362,T362_P2,P199,2662,1234,0.72
T362,T362_P3,P135,824,1646,1.35
T362,T362_P4,P87,1886,1592,1.3
T362,T362_P5,P152,668,2316,1.43
T362,T362_P6,P63,719,2494,1.0
T362,T362_P7,P132,1007,2683,1.79
T362,T362_P8,P148,2233,2022,1.19
T362,T362_P9,P187,1844,1781,1.74
T362,T362_P10,P78,1572,1740,1.8
T362,T362_P11,P190,2555,2083,0.7
T362,T362_P12,P117,2087,1946,0.78
T362,T362_P13,P27,1886,1407,1.98
T362,T362_P14,P4,1704,2518,1.01
T362,T362_P15,P132,2770,2683,1.79
T362,T362_P16,P73,2896,2698,1.11
T362,T362_P17,P190,971,2083,0.7
T362,T362_P18,P183,1832,1864,0.88
T362,T362_P19,P189,624,1958,1.0
T362,T362_P20,P131,2843,1469,0.6
T362,T362_P21,P35,1545,2206,1.97
T362,T362_P22,P74,2167,2287,0.64
T362,T362_P23,P183,1689,1864,0.88
T362,T362_P24,P11,1472,2385,1.64
T362,T362_P25,P86,609,2583,0.79
T362,T362_P26,P114,2191,2493,1.68
T362,T362_P27,P153,1979,1939,1.34
T362,T362_P28,P89,1943,2751,0.78
T362,T362_P29,P154,1361,1292,0.65
T362,T362_P30,P95,1862,1928,0.65
T362,T362_P31,P131,2592,1469,0.6
T362,T362_P32,P20,753,1191,1.93
T362,T362_P33,P130,1049,1114,0.6
T362,T362_P34,P170,1124,1283,1.9
T362,T362_P35,P115,2296,1501,1.49
T362,T362_P36,P199,1850,1234,0.72
T362,T362_P37,P77,2331,2764,1.12
T362,T362_P38,P197,2351,2393,1.92
T362,T362_P39,P161,2534,1538,0.93
T362,T362_P40,P127,1612,2726,0.59
T362,T362_P41,P96,2852,2301,1.48
T362,T362_P42,P47,2015,1318,1.57
T362,T362_P43,P73,981,2698,1.11
T362,T362_P44,P33,1388,1451,1.6
T362,T362_P45,P132,2332,2683,1.79
T362,T362_P46,P38,1681,2780,1.49
T362,T362_P47,P189,2903,1958,1.0
T362,T362_P48,P64,2476,1940,1.27
T362,T362_P49,P153,2424,1939,1.34
T362,T362_P50,P158,657,2525,1.02
T362,T362_P51,P5,2521,1563,0.94
T362,T362_P52,P16,1667,2209,1.26
T362,T362_P53,P85,1991,1466,0.66
T362,T362_P54,P154,1664,1292,0.65
T362,T362_P55,P141,1771,2931,0.97
T362,T362_P56,P146,2204,1435,0.7
T362,T362_P57,P119,1586,1552,0.59
T362,T362_P58,P185,932,1130,0.58
T362,T362_P59,P112,2246,1350,1.54
T362,T362_P60,P34,1308,1919,1.72
T362,T362_P61,P174,2808,2547,1.83
T362,T362_P62,P88,2227,1163,0.71
T362,T362_P63,P169,2501,1449,1.33
T362,T362_P64,P31,1130,2116,1.35
T362,T362_P65,P85,1991,1466,0.66
T362,T362_P66,P151,1405,2872,0.51
T362,T362_P67,P88,622,1163,0.71
T362,T362_P68,P44,2344,1865,1.89
T362,T362_P69,P111,2329,2300,0.93
T362,T362_P70,P68,585,2888,1.59
T362,T362_P71,P97,1733,2708,1.31
T362,T362_P72,P32,1134,1859,0.62
T362,T362_P73,P199,1126,1234,0.72
T362,T362_P74,P126,1104,1664,1.3
T362,T362_P75,P174,2477,2547,1.83
T362,T362_P76,P102,1976,1429,1.11
T362,T362_P77,P51,757,1689,1.85
T362,T362_P78,P73,2006,2698,1.11
T362,T362_P79,P29,1327,2330,0.86
T363,T363_P1,P27,2533,1407,1.98
T363,T363_P2,P164,702,1877,0.95
T363,T363_P3,P15,1888,1178,1.76
T363,T363_P4,P73,1993,2698,1.11
T363,T363_P5,P87,2776,1592,1.3
T363,T363_P6,P62,1686,1088,0.55
T363,T363_P7,P91,1956,2774,1.81
T363,T363_P8,P160,1877,2103,0.87
T363,T363_P9,P94,2282,1569,1.78
T363,T363_P10,P48,1003,1440,1.1
T363,T363_P11,P109,2786,1146,1.89
T363,T363_P12,P170,1379,1283,1.9
T363,T363_P13,P53,2027,1189,0.87
T363,T363_P14,P169,2481,1449,1.33
T363,T363_P15,P180,2198,1327,1.53
T363,T363_P16,P107,2584,2399,0.5
T363,T363_P17,P14,2795,2116,1.44
T363,T363_P18,P157,1958,1505,0.7
T363,T363_P19,P195,531,2930,1.34
T363,T363_P20,P78,2877,1740,1.8
T363,T363_P21,P24,622,2232,1.23
T363,T363_P22,P129,2209,2589,1.78
T363,T363_P23,P195,708,2930,1.34
T363,T363_P24,P76,1322,2813,1.03
T363,T363_P25,P21,2440,1447,1.88
T363,T363_P26,P23,2017,2034,1.4
T363,T363_P27,P85,2431,1466,0.66
T363,T363_P28,P144,1815,2470,0.97
T363,T363_P29,P197,1149,2393,1.92
T363,T363_P30,P24,2871,2232,1.23
T363,T363_P31,P117,2888,1946,0.78
T363,T363_P32,P60,1413,1541,0.59
T363,T363_P33,P101,2777,1727,0.85
T363,T363_P34,P99,689,1333,0.64
T363,T363_P35,P200,1493,2396,0.55
T363,T363_P36,P18,2221,1065,1.06
T363,T363_P37,P10,2644,1209,1.96
T363,T363_P38,P148,2620,2022,1.19
T363,T363_P39,P130,2737,1114,0.6
T363,T363_P40,P90,600,1476,1.19
T363,T363_P41,P23,636,2034,1.4
T363,T363_P42,P95,2022,1928,0.65
T363,T363_P43,P196,2760,1023,0.67
T363,T363_P44,P51,2946,1689,1.85
T363,T363_P45,P21,880,1447,1.88
T363,T363_P46,P28,2013,2466,1.71
T363,T363_P47,P53,1209,1189,0.87
T363,T363_P48,P12,1162,2516,1.26
T363,T363_P49,P104,1667,1546,1.8
T363,T363_P50,P13,635,2827,0.66
T363,T363_P51,P157,1277,1505,0.7
T363,T363_P52,P176,1472,2763,0.73
T363,T363_P53,P182,1389,2393,1.26
T363,T363_P54,P147,2275,2342,1.47
T363,T363_P55,P63,2547,2494,1.0
T364,T364_P1,P11,1257,2385,1.64
T364,T364_P2,P1,1467,2309,1.83
T364,T364_P3,P140,2795,2870,1.35
T364,T364_P4,P163,2333,2197,1.31
T364,T364_P5,P133,1194,1065,1.11
T364,T364_P6,P168,757,1741,1.5
T364,T364_P7,P144,2680,2470,0.97
T364,T364_P8,P158,1365,2525,1.02
T364,T364_P9,P136,1717,1821,1.37
T364,T364_P10,P73,2342,2698,1.11
T364,T364_P11,P134,906,2648,1.91
T364,T364_P12,P193,2188,2133,1.16
T364,T364_P13,P198,2354,2476,1.54
T364,T364_P14,P111,2155,2300,0.93
T364,T364_P15,P64,1618,1940,1.27
T364,T364_P16,P35,532,2206,1.97
T364,T364_P17,P140,1452,2870,1.35
T364,T364_P18,P77,2599,2764,1.12
T364,T364_P19,P180,879,1327,1.53
T364,T364_P20,P48,1704,1440,1.1
T364,T364_P21,P48,2157,1440,1.1
T364,T364_P22,P112,1696,1350,1.54
T364,T364_P23,P124,1639,1449,1.22
T364,T364_P24,P39,2191,1013,1.92
T364,T364_P25,P79,1625,2182,0.58
T364,T364_P26,P8,1555,1285,1.58
T364,T364_P27,P119,2788,1552,0.59
T364,T364_P28,P50,1181,2563,1.06
T364,T364_P29,P195,2527,2930,1.34
T364,T364_P30,P154,2278,1292,0.65
T364,T364_P31,P105,1481,2437,1.85
T364,T364_P32,P114,2932,2493,1.68
T364,T364_P33,P167,1840,1817,1.29
T364,T364_P34,P133,880,1065,1.11
T364,T364_P35,P175,2751,1096,1.61
T364,T364_P36,P122,2317,2409,0.97
T364,T364_P37,P78,1616,1740,1.8
T364,T364_P38,P157,2820,1505,0.7
T364,T364_P39,P44,1774,1865,1.89
T364,T364_P40,P100,2656,1758,1.63
T364,T364_P41,P115,861,1501,1.49
T364,T364_P42,P79,1553,2182,0.58
T364,T364_P43,P99,2997,1333,0.64
T364,T364_P44,P56,2830,1735,1.33
T364,T364_P45,P158,1871,2525,1.02
T364,T364_P46,P64,876,1940,1.27
T364,T364_P47,P84,1852,2354,1.7
T364,T364_P48,P112,2152,1350,1.54
T364,T364_P49,P80,1090,1393,1.48
T364,T364_P50,P51,1643,1689,1.85
T364,T364_P51,P3,1125,1051,1.65
T364,T364_P52,P161,2051,1538,0.93
T364,T364_P53,P150,545,2811,1.9
T364,T364_P54,P143,2815,2794,1.5
T364,T364_P55,P97,1598,2708,1.31
T364,T364_P56,P197,2913,2393,1.92
T364,T364_P57,P100,2099,1758,1.63
T364,T364_P58,P108,2627,2327,1.09
T364,T364_P59,P17,998,1864,0.8
T364,T364_P60,P170,2702,1283,1.9
T364,T364_P61,P47,1069,1318,1.57
T364,T364_P62,P148,1097,2022,1.19
T364,T364_P63,P63,1058,2494,1.0
T364,T364_P64,P69,2071,1775,1.82
T364,T364_P65,P144,2509,2470,0.97
T364,T364_P66,P36,1260,1569,1.3
T364,T364_P67,P14,1427,2116,1.44
T364,T364_P68,P120,1351,2895,1.6
T364,T364_P69,P59,2490,2236,1.56
T364,T364_P70,P181,2785,2622,1.78
T364,T364_P71,P199,1605,1234,0.72
T364,T364_P72,P14,2084,2116,1.44
T364,T364_P73,P173,763,1186,0.9
T364,T364_P74,P53,2608,1189,0.87
T364,T364_P75,P106,2514,2918,0.75
T364,T364_P76,P78,2633,1740,1.8
T364,T364_P77,P84,2530,2354,1.7
T364,T364_P78,P129,1501,2589,1.78
T364,T364_P79,P14,1587,2116,1.44
T364,T364_P80,P85,1842,1466,0.66
T364,T364_P81,P150,2077,2811,1.9
T364,T364_P82,P176,1833,2763,0.73
T364,T364_P83,P173,2340,1186,0.9
T364,T364_P84,P170,2135,1283,1.9
T364,T364_P85,P167,2023,1817,1.29
T364,T364_P86,P118,2557,1777,0.83
T364,T364_P87,P99,2800,1333,0.64
T364,T364_P88,P174,508,2547,1.83
T364,T364_P89,P14,1944,2116,1.44
T364,T364_P90,P87,774,1592,1.3
T364,T364_P91,P189,1039,1958,1.0
T364,T364_P92,P102,2461,1429,1.11
T364,T364_P93,P167,2238,1817,1.29
T364,T364_P94,P67,1546,2992,1.31
T364,T364_P95,P155,1581,1542,1.31
T365,T365_P1,P107,1418,2399,0.5
T365,T365_P2,P43,2412,2429,1.95
T365,T365_P3,P10,2005,1209,1.96
T365,T365_P4,P106,939,2918,0.75
T365,T365_P5,P66,2279,1255,1.23
T365,T365_P6,P91,1290,2774,1.81
T365,T365_P7,P65,1537,2098,0.92
T365,T365_P8,P46,673,1569,1.53
T365,T365_P9,P16,1695,2209,1.26
T365,T365_P10,P39,859,1013,1.92
T365,T365_P11,P176,2589,2763,0.73
T365,T365_P12,P111,2314,2300,0.93
T365,T365_P13,P65,2367,2098,0.92
T365,T365_P14,P184,908,2221,1.86
T365,T365_P15,P95,1062,1928,0.65
T365,T365_P16,P13,1522,2827,0.66
T365,T365_P17,P84,839,2354,1.7
T365,T365_P18,P162,2852,2529,1.16
T365,T365_P19,P24,2841,2232,1.23
T365,T365_P20,P136,1923,1821,1.37
T365,T365_P21,P172,588,2010,1.82
T365,T365_P22,P88,2174,1163,0.71
T365,T365_P23,P96,914,2301,1.48
T365,T365_P24,P61,1416,2652,0.6
T365,T365_P25,P82,2741,1142,0.59
T365,T365_P26,P82,703,1142,0.59
T365,T365_P27,P140,858,2870,1.35
T365,T365_P28,P161,1577,1538,0.93
T365,T365_P29,P49,1260,2960,1.51
T365,T365_P30,P48,2804,1440,1.1
T365,T365_P31,P129,2448,2589,1.78
T365,T365_P32,P109,2182,1146,1.89
T365,T365_P33,P182,1338,2393,1.26
T365,T365_P34,P48,2506,1440,1.1
T365,T365_P35,P172,2920,2010,1.82
T365,T365_P36,P178,695,1313,0.82
T365,T365_P37,P200,1643,2396,0.55
T365,T365_P38,P33,1348,1451,1.6
T365,T365_P39,P53,2744,1189,0.87
T365,T365_P40,P25,506,1054,0.67
T365,T365_P41,P103,666,2372,1.22
T365,T365_P42,P191,2570,1514,1.97
T365,T365_P43,P158,817,2525,1.02
T365,T365_P44,P189,2511,1958,1.0
T365,T365_P45,P12,656,2516,1.26
T365,T365_P46,P94,1118,1569,1.78
T365,T365_P47,P33,2970,1451,1.6
T366,T366_P1,P136,1594,1821,1.37
T366,T366_P2,P90,2380,1476,1.19
T366,T366_P3,P168,1710,1741,1.5
T366,T366_P4,P149,2164,1810,1.89
T366,T366_P5,P93,2951,1778,1.71
T366,T366_P6,P6,1867,1501,0.74
T366,T366_P7,P34,2437,1919,1.72
T366,T366_P8,P5,1238,1563,0.94
T366,T366_P9,P90,2258,1476,1.19
T366,T366_P10,P25,963,1054,0.67
T366,T366_P11,P75,1382,2266,1.49
T366,T366_P12,P82,2563,1142,0.59
T366,T366_P13,P50,683,2563,1.06
T366,T366_P14,P80,525,1393,1.48
T366,T366_P15,P161,2482,1538,0.93
T366,T366_P16,P123,2000,2140,0.58
T366,T366_P17,P32,1404,1859,0.62
T366,T366_P18,P11,2253,2385,1.64
T366,T366_P19,P20,544,1191,1.93
T366,T366_P20,P153,1127,1939,1.34
T366,T366_P21,P36,945,1569,1.3
T366,T366_P22,P103,2751,2372,1.22
T366,T366_P23,P151,2366,2872,0.51
T366,T366_P24,P74,1889,2287,0.64
T366,T366_P25,P52,2383,1209,1.18
T366,T366_P26,P29,1657,2330,0.86
T366,T366_P27,P115,1479,1501,1.49
T366,T366_P28,P40,679,2554,0.75
T366,T366_P29,P73,1506,2698,1.11
T366,T366_P30,P22,2996,1476,1.88
T367,T367_P1,P114,1655,2493,1.68
T367,T367_P2,P64,856,1940,1.27
T367,T367_P3,P46,2194,1569,1.53
T367,T367_P4,P109,2184,1146,1.89
T367,T367_P5,P90,2130,1476,1.19
T367,T367_P6,P12,1218,2516,1.26
T367,T367_P7,P57,1324,2735,1.38
T367,T367_P8,P103,854,2372,1.22
T367,T367_P9,P106,1957,2918,0.75
T367,T367_P10,P87,2589,1592,1.3
T367,T367_P11,P6,2214,1501,0.74
T367,T367_P12,P196,1096,1023,0.67
T367,T367_P13,P65,2358,2098,0.92
T367,T367_P14,P84,1858,2354,1.7
T367,T367_P15,P87,1113,1592,1.3
T367,T367_P16,P108,2371,2327,1.09
T367,T367_P17,P36,721,1569,1.3
T367,T367_P18,P173,1491,1186,0.9
T367,T367_P19,P104,2437,1546,1.8
T367,T367_P20,P192,735,2988,0.74
T367,T367_P21,P37,2362,2657,0.69
T367,T367_P22,P186,1786,1788,1.45
T367,T367_P23,P29,531,2330,0.86
T367,T367_P24,P2,1959,1228,1.63
T367,T367_P25,P192,2288,2988,0.74
T367,T367_P26,P141,2496,2931,0.97
T367,T367_P27,P11,2245,2385,1.64
T367,T367_P28,P149,511,1810,1.89
T367,T367_P29,P82,2393,1142,0.59
T367,T367_P30,P20,790,1191,1.93
T367,T367_P31,P46,840,1569,1.53
T367,T367_P32,P179,2640,2285,1.01
T367,T367_P33,P24,2069,2232,1.23
T367,T367_P34,P117,2952,1946,0.78
T367,T367_P35,P52,1238,1209,1.18
T367,T367_P36,P62,1994,1088,0.55
T368,T368_P1,P148,1440,2022,1.19
T368,T368_P2,P195,1447,2930,1.34
T368,T368_P3,P5,2017,1563,0.94
T368,T368_P4,P70,2669,1161,1.36
T368,T368_P5,P73,2886,2698,1.11
T368,T368_P6,P180,1809,1327,1.53
T368,T368_P7,P21,2214,1447,1.88
T368,T368_P8,P85,2437,1466,0.66
T368,T368_P9,P15,2311,1178,1.76
T368,T368_P10,P149,1715,1810,1.89
T368,T368_P11,P49,1095,2960,1.51
T368,T368_P12,P28,2662,2466,1.71
T368,T368_P13,P59,631,2236,1.56
T368,T368_P14,P38,1611,2780,1.49
T368,T368_P15,P46,2121,1569,1.53
T368,T368_P16,P175,1585,1096,1.61
T368,T368_P17,P106,2664,2918,0.75
T368,T368_P18,P86,1855,2583,0.79
T368,T368_P19,P190,952,2083,0.7
T368,T368_P20,P147,600,2342,1.47
T368,T368_P21,P37,641,2657,0.69
T368,T368_P22,P78,781,1740,1.8
T368,T368_P23,P199,765,1234,0.72
T368,T368_P24,P83,1748,1093,1.59
T368,T368_P25,P140,2566,2870,1.35
T368,T368_P26,P9,1794,2508,1.58
T368,T368_P27,P26,704,2149,1.04
T368,T368_P28,P156,1406,1285,1.26
T368,T368_P29,P49,1665,2960,1.51
T368,T368_P30,P101,1995,1727,0.85
T368,T368_P31,P186,1515,1788,1.45
T368,T368_P32,P58,2206,1704,0.51
T368,T368_P33,P52,1475,1209,1.18
T368,T368_P34,P2,1793,1228,1.63
T368,T368_P35,P124,2008,1449,1.22
T368,T368_P36,P180,1739,1327,1.53
T368,T368_P37,P50,2406,2563,1.06
T368,T368_P38,P180,716,1327,1.53
T368,T368_P39,P1,2866,2309,1.83
T368,T368_P40,P139,1654,1432,1.49
T368,T368_P41,P31,2161,2116,1.35
T368,T368_P42,P198,1579,2476,1.54
T368,T368_P43,P60,2346,1541,0.59
T368,T368_P44,P115,635,1501,1.49
T369,T369_P1,P25,2394,1054,0.67
T369,T369_P2,P3,1604,1051,1.65
T369,T369_P3,P113,751,2093,1.6
T369,T369_P4,P29,1253,2330,0.86
T369,T369_P5,P88,1194,1163,0.71
T369,T369_P6,P142,1417,2161,0.89
T369,T369_P7,P55,2815,1198,0.53
T369,T369_P8,P191,2427,1514,1.97
T369,T369_P9,P24,2339,2232,1.23
T369,T369_P10,P165,2708,2838,1.98
T369,T369_P11,P96,2059,2301,1.48
T369,T369_P12,P136,944,1821,1.37
T369,T369_P13,P117,2050,1946,0.78
T369,T369_P14,P155,2320,1542,1.31
T369,T369_P15,P96,650,2301,1.48
T369,T369_P16,P91,2975,2774,1.81
T369,T369_P17,P25,2521,1054,0.67
T369,T369_P18,P190,1469,2083,0.7
T369,T369_P19,P177,2805,1224,0.92
T369,T369_P20,P62,625,1088,0.55
T369,T369_P21,P196,783,1023,0.67
T369,T369_P22,P15,1921,1178,1.76
T369,T369_P23,P185,1987,1130,0.58
T369,T369_P24,P151,843,2872,0.51
T369,T369_P25,P199,2050,1234,0.72
T369,T369_P26,P156,2745,1285,1.26
T369,T369_P27,P49,1513,2960,1.51
T369,T369_P28,P184,801,2221,1.86
T369,T369_P29,P125,2911,2402,1.88
T369,T369_P30,P55,2039,1198,0.53
T369,T369_P31,P74,2546,2287,0.64
T369,T369_P32,P8,2626,1285,1.58
T369,T369_P33,P155,1555,1542,1.31
T369,T369_P34,P186,1728,1788,1.45
T369,T369_P35,P12,2079,2516,1.26
T369,T369_P36,P90,1712,1476,1.19
T369,T369_P37,P91,1111,2774,1.81
T369,T369_P38,P190,1868,2083,0.7
T370,T370_P1,P52,2009,1209,1.18
T370,T370_P2,P120,587,2895,1.6
T370,T370_P3,P170,2537,1283,1.9
T370,T370_P4,P98,2010,1747,0.52
T370,T370_P5,P2,2861,1228,1.63
T370,T370_P6,P67,2105,2992,1.31
T370,T370_P7,P47,550,1318,1.57
T370,T370_P8,P121,2703,2310,0.59
T370,T370_P9,P166,1812,2195,1.71
T370,T370_P10,P109,1102,1146,1.89
T370,T370_P11,P168,1246,1741,1.5
T370,T370_P12,P116,953,1334,1.23
T370,T370_P13,P149,1155,1810,1.89
T370,T370_P14,P106,606,2918,0.75
T370,T370_P15,P195,1027,2930,1.34
T370,T370_P16,P162,2068,2529,1.16
T370,T370_P17,P190,765,2083,0.7
T370,T370_P18,P32,2798,1859,0.62
T370,T370_P19,P112,2599,1350,1.54
T370,T370_P20,P6,981,1501,0.74
T370,T370_P21,P7,2983,1457,0.5
T370,T370_P22,P57,2285,2735,1.38
T370,T370_P23,P1,2906,2309,1.83
T370,T370_P24,P167,778,1817,1.29
T370,T370_P25,P151,1640,2872,0.51
T370,T370_P26,P147,514,2342,1.47
T370,T370_P27,P143,775,2794,1.5
T370,T370_P28,P168,2414,1741,1.5
T370,T370_P29,P13,700,2827,0.66
T370,T370_P30,P51,1056,1689,1.85
T370,T370_P31,P128,2163,2573,1.26
T370,T370_P32,P171,1188,2043,0.66
T370,T370_P33,P136,598,1821,1.37
T370,T370_P34,P89,2645,2751,0.78
T370,T370_P35,P119,2404,1552,0.59
T370,T370_P36,P126,2530,1664,1.3
T370,T370_P37,P13,846,2827,0.66
T370,T370_P38,P72,2911,1600,1.21
T370,T370_P39,P119,1049,1552,0.59
T370,T370_P40,P179,2079,2285,1.01
T370,T370_P41,P130,1030,1114,0.6
T370,T370_P42,P26,930,2149,1.04
T370,T370_P43,P145,1875,1644,0.9
T370,T370_P44,P110,2957,2247,1.68
T370,T370_P45,P103,1753,2372,1.22
T370,T370_P46,P112,615,1350,1.54
T370,T370_P47,P126,2341,1664,1.3
T370,T370_P48,P52,1802,1209,1.18
T370,T370_P49,P153,1982,1939,1.34
T370,T370_P50,P100,2805,1758,1.63
T370,T370_P51,P176,959,2763,0.73
T370,T370_P52,P152,1185,2316,1.43
T370,T370_P53,P39,651,1013,1.92
T370,T370_P54,P91,992,2774,1.81
T370,T370_P55,P53,2008,1189,0.87
T370,T370_P56,P103,1483,2372,1.22
T370,T370_P57,P187,2830,1781,1.74
T370,T370_P58,P190,2382,2083,0.7
T370,T370_P59,P73,2673,2698,1.11
T370,T370_P60,P172,2997,2010,1.82
T370,T370_P61,P45,1940,1696,1.63
T370,T370_P62,P12,699,2516,1.26
T370,T370_P63,P127,1961,2726,0.59
T370,T370_P64,P28,2238,2466,1.71
T370,T370_P65,P120,1588,2895,1.6
T370,T370_P66,P185,2650,1130,0.58
T370,T370_P67,P107,2436,2399,0.5
T370,T370_P68,P49,1987,2960,1.51
T370,T370_P69,P139,994,1432,1.49
T370,T370_P70,P142,1035,2161,0.89
T370,T370_P71,P188,962,2220,0.57
T370,T370_P72,P126,2534,1664,1.3
T370,T370_P73,P68,2587,2888,1.59
T370,T370_P74,P116,1655,1334,1.23
T370,T370_P75,P128,2347,2573,1.26
T370,T370_P76,P156,1477,1285,1.26
T370,T370_P77,P96,1864,2301,1.48
T370,T370_P78,P168,2753,1741,1.5
T370,T370_P79,P79,1385,2182,0.58
T370,T370_P80,P138,1463,1135,0.62
T370,T370_P81,P96,2083,2301,1.48
T370,T370_P82,P155,2870,1542,1.31
T370,T370_P83,P152,2423,2316,1.43
T370,T370_P84,P193,1008,2133,1.16
T370,T370_P85,P46,1936,1569,1.53
T370,T370_P86,P38,647,2780,1.49
T370,T370_P87,P21,1319,1447,1.88
T370,T370_P88,P16,2056,2209,1.26
T370,T370_P89,P66,2244,1255,1.23
T370,T370_P90,P164,2867,1877,0.95
T370,T370_P91,P32,1109,1859,0.62
T370,T370_P92,P98,2510,1747,0.52
